Compound::DB00244	bioarx::DrugVirGen:Compound:Gene	Gene::NVA298
Compound::DB00684	bioarx::DrugVirGen:Compound:Gene	Gene::NVA175
Compound::DB00669	bioarx::DrugVirGen:Compound:Gene	Gene::NVA199
Compound::DB00997	bioarx::DrugVirGen:Compound:Gene	Gene::NVA16
Compound::DB00997	bioarx::DrugVirGen:Compound:Gene	Gene::NVA189
Compound::DB00997	bioarx::DrugVirGen:Compound:Gene	Gene::NVA321
Compound::DB00997	bioarx::DrugVirGen:Compound:Gene	Gene::NVA363
Compound::DB01087	bioarx::DrugVirGen:Compound:Gene	Gene::NVA376
Compound::DB01048	bioarx::DrugVirGen:Compound:Gene	Gene::NVA28
Compound::DB01048	bioarx::DrugVirGen:Compound:Gene	Gene::NVA275
Compound::DB00369	bioarx::DrugVirGen:Compound:Gene	Gene::NVA129
Compound::DB00369	bioarx::DrugVirGen:Compound:Gene	Gene::NVA183
Compound::DB00369	bioarx::DrugVirGen:Compound:Gene	Gene::NVA194
Compound::DB00369	bioarx::DrugVirGen:Compound:Gene	Gene::NVA222
Compound::DB11575	bioarx::DrugVirGen:Compound:Gene	Gene::NVA53
Compound::DB11575	bioarx::DrugVirGen:Compound:Gene	Gene::NVA292
Compound::DB01072	bioarx::DrugVirGen:Compound:Gene	Gene::NVA7
Compound::DB01072	bioarx::DrugVirGen:Compound:Gene	Gene::NVA52
Compound::DB01072	bioarx::DrugVirGen:Compound:Gene	Gene::NVA88
Compound::DB01072	bioarx::DrugVirGen:Compound:Gene	Gene::NVA117
Compound::DB01072	bioarx::DrugVirGen:Compound:Gene	Gene::NVA163
Compound::DB01072	bioarx::DrugVirGen:Compound:Gene	Gene::NVA214
Compound::DB01072	bioarx::DrugVirGen:Compound:Gene	Gene::NVA275
Compound::DB01072	bioarx::DrugVirGen:Compound:Gene	Gene::NVA284
Compound::DB01072	bioarx::DrugVirGen:Compound:Gene	Gene::NVA291
Compound::DB01072	bioarx::DrugVirGen:Compound:Gene	Gene::NVA356
Compound::DB01072	bioarx::DrugVirGen:Compound:Gene	Gene::NVA383
Compound::DB01072	bioarx::DrugVirGen:Compound:Gene	Gene::NVA385
Compound::DB06817	bioarx::DrugVirGen:Compound:Gene	Gene::NVA16
Compound::DB06817	bioarx::DrugVirGen:Compound:Gene	Gene::NVA189
Compound::DB06817	bioarx::DrugVirGen:Compound:Gene	Gene::NVA376
Compound::DB00694	bioarx::DrugVirGen:Compound:Gene	Gene::NVA189
Compound::DB09101	bioarx::DrugVirGen:Compound:Gene	Gene::NVA16
Compound::DB09101	bioarx::DrugVirGen:Compound:Gene	Gene::NVA189
Compound::DB09101	bioarx::DrugVirGen:Compound:Gene	Gene::NVA266
Compound::DB09101	bioarx::DrugVirGen:Compound:Gene	Gene::NVA376
Compound::DB00773	bioarx::DrugVirGen:Compound:Gene	Gene::NVA16
Compound::DB00773	bioarx::DrugVirGen:Compound:Gene	Gene::NVA353
Compound::DB06290	bioarx::DrugVirGen:Compound:Gene	Gene::NVA37
Compound::DB06290	bioarx::DrugVirGen:Compound:Gene	Gene::NVA53
Compound::DB06290	bioarx::DrugVirGen:Compound:Gene	Gene::NVA102
Compound::DB06290	bioarx::DrugVirGen:Compound:Gene	Gene::NVA198
Compound::DB06290	bioarx::DrugVirGen:Compound:Gene	Gene::NVA223
Compound::DB06290	bioarx::DrugVirGen:Compound:Gene	Gene::NVA322
Compound::DB00558	bioarx::DrugVirGen:Compound:Gene	Gene::NVA3
Compound::DB00558	bioarx::DrugVirGen:Compound:Gene	Gene::NVA14
Compound::DB00558	bioarx::DrugVirGen:Compound:Gene	Gene::NVA26
Compound::DB00558	bioarx::DrugVirGen:Compound:Gene	Gene::NVA27
Compound::DB00558	bioarx::DrugVirGen:Compound:Gene	Gene::NVA36
Compound::DB00558	bioarx::DrugVirGen:Compound:Gene	Gene::NVA98
Compound::DB00558	bioarx::DrugVirGen:Compound:Gene	Gene::NVA136
Compound::DB00558	bioarx::DrugVirGen:Compound:Gene	Gene::NVA157
Compound::DB00558	bioarx::DrugVirGen:Compound:Gene	Gene::NVA178
Compound::DB00558	bioarx::DrugVirGen:Compound:Gene	Gene::NVA179
